id,text,created_at,vote_total,comment_count,alias,group_id,index_code,text_length,comment_ratio,high_engagement,created_hour,created_day,text_clean
30fbdaba-b885-4fd5-9b48-9bd91eda9b56,We were so close…,2025-12-03 16:27:39.747000+00:00,23,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,dkWg0GTw,17,0.0,0,16,2025-12-03,we were so close…
402a5c95-ffe2-481b-9c49-cd7d0648e459,"It’s that time of the semester where I will be consuming one meal a day if lucky (shoutout chick fila) and wallowing in unbearable, immeasurable sorrow for the next two weeks. I love life I love Davidson",2025-12-03 18:48:33.812000+00:00,17,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,OxLWNHno,203,0.0,0,18,2025-12-03,"it’s that time of the semester where i will be consuming one meal a day if lucky (shoutout chick fila) and wallowing in unbearable, immeasurable sorrow for the next two weeks. i love life i love davidson"
42ef3482-92d2-4e0d-9998-ae2d007a56bf,I’m tempted every year to post just one part of my wrapped but can never bring myself to do it.,2025-12-03 15:08:49.687000+00:00,23,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,o3F4U02q,95,0.0,0,15,2025-12-03,i’m tempted every year to post just one part of my wrapped but can never bring myself to do it.
67446897-d939-4288-8826-f1954040f8e2,Can someone debrief  the TPUSA event for me plz,2025-12-03 00:33:53.183000+00:00,92,6,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,YSlU1cGh,47,0.06451612903225806,1,0,2025-12-03,can someone debrief the tpusa event for me plz
687323a5-8462-4ce1-80bb-9446fe568c84,WHY ARE THERE NO LIGHTS ON THE CHAMBERS TREEEEEES ILL DO IT NO JOKE!!!!,2025-12-03 03:47:56.436000+00:00,66,1,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,ONhiaB9y,71,0.014925373134328358,0,3,2025-12-03,why are there no lights on the chambers treeeeees ill do it no joke!!!!
cd87f2d9-18e5-4b6e-8a03-467fa47cbf47,A special sophomore on the baseball team is wondering if a lovely lady(preferably) if they would like to embark on a weekend of plentiful fun to Gatlinburg for mountain weekend!!! #pnut,2025-12-02 23:26:24.998000+00:00,100,8,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,MMiaFjnc,185,0.07920792079207921,1,23,2025-12-02,a special sophomore on the baseball team is wondering if a lovely lady(preferably) if they would like to embark on a weekend of plentiful fun to gatlinburg for mountain weekend!!! #pnut
9b8e8f87-2feb-48f0-affb-02bfeae070c4,Tommy elevator still broken and still beeping after six weeks. Gotta love RLO 😍,2025-12-03 03:43:09.966000+00:00,64,1,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,dWA8gLBh,79,0.015384615384615385,0,3,2025-12-03,tommy elevator still broken and still beeping after six weeks. gotta love rlo smiling_face_with_heart-eyes
8e8f18dc-a2f1-432c-97b7-2624c37917d0,Loving the male pattern baldness representation at the TPU debate,2025-12-02 22:11:36.093000+00:00,93,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,vkIOZQcs,65,0.0,0,22,2025-12-02,loving the male pattern baldness representation at the tpu debate
c53b8a8d-1f10-4508-b46e-d750ca12f734,Lowkey a good study spot.,2025-12-03 02:47:57.700000+00:00,63,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,8H7CSYvu,25,0.0,0,2,2025-12-03,lowkey a good study spot.
38241e9d-02bf-41c2-afdf-a569407d97d8,who is leading the streak this semester,2025-12-03 02:44:51.513000+00:00,51,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,F1vAHc3l,39,0.0,0,2,2025-12-03,who is leading the streak this semester
81bdd0ea-1152-4acd-875c-d702744adde7,Agartha awaits for those who chose the hard path,2025-12-03 15:26:54.718000+00:00,17,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,qUrGG4WU,48,0.0,0,15,2025-12-03,agartha awaits for those who chose the hard path
31f1d9fa-eb7b-41e2-b296-e859e725485d,Me reuniting with the homies after break,2025-12-03 00:23:57.934000+00:00,72,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,0am0XMV6,40,0.0,0,0,2025-12-03,me reuniting with the homies after break
9ef1d906-474d-4c5d-9145-695084f9fd74,,2025-12-03 06:53:16.296000+00:00,37,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,rsHr7h2x,0,0.0,0,6,2025-12-03,
fd79867b-605b-4aac-b7e8-dcf70a35a16b,So if you look up the hill there is a small building called “qdoba”,2025-12-03 04:00:14.028000+00:00,46,2,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,hOwvBxxH,67,0.0425531914893617,0,4,2025-12-03,so if you look up the hill there is a small building called “qdoba”
3a43c780-58a3-413e-a573-8a82dfb3bc54,Why can’t I reach flow state until like 12am and later 🥀🥀,2025-12-03 07:48:24.591000+00:00,31,1,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,UNDGd034,57,0.03125,0,7,2025-12-03,why can’t i reach flow state until like 12am and later wilted_flower wilted_flower
5cc7cf81-8ebd-46f9-9cbe-ba8046cd924b,Kpub tn no excuses,2025-12-03 15:57:04.964000+00:00,14,2,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,puHSCkIh,18,0.13333333333333333,1,15,2025-12-03,kpub tn no excuses
28a4774f-68ac-4589-8023-b169d801a6cd,"it’s impossible for it to be an “open debate” bc TPUSA enters with built-in power, choosing topics that question people’s basic rights and relying on talking points that ignore historical evidence and lived experience. I don’t want to instigate ignorance",2025-12-02 14:47:50.835000+00:00,149,6,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,tteWHnPp,254,0.04,0,14,2025-12-02,"it’s impossible for it to be an “open debate” bc tpusa enters with built-in power, choosing topics that question people’s basic rights and relying on talking points that ignore historical evidence and lived experience. i don’t want to instigate ignorance"
916922ea-bd3d-4d6f-a468-0ce9dc5b9b87,Does anyone else have like everything due this Wednesday?,2025-12-02 18:13:59.787000+00:00,105,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,Lzs8ohg7,57,0.0,0,18,2025-12-02,does anyone else have like everything due this wednesday?
3f5ca6a4-ea81-4a4b-9208-63209125fe48,Best debate question was between TPUSA guy and President of College Republicans bro was not agreeing with her,2025-12-02 23:46:56.834000+00:00,61,3,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,U6XEQr4r,109,0.04838709677419355,0,23,2025-12-02,best debate question was between tpusa guy and president of college republicans bro was not agreeing with her
480b2321-4a54-47ff-a6b6-26ed9f608517,I wish we could use meal swipes on clash royale,2025-12-02 23:43:29.752000+00:00,50,1,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,iMUF3OPb,47,0.0196078431372549,0,23,2025-12-02,i wish we could use meal swipes on clash royale
a9b52ff5-e282-46ec-8e62-4275bc56eb2d,I think it’s time for a 2 week situationship before winter for the fun of it…,2025-12-03 13:26:36.836000+00:00,16,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,JOxItN1A,77,0.0,0,13,2025-12-03,i think it’s time for a 2 week situationship before winter for the fun of it…
910e60fe-01d0-4969-8f04-cd0f5f54f4d2,TPUSA guy knows his shit,2025-12-02 22:24:46.038000+00:00,67,4,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,X3nluuyi,24,0.058823529411764705,1,22,2025-12-02,tpusa guy knows his shit
2912bbfd-1c5a-4578-981f-de28bd36772c,"If your name is Brooke and you live on 4th belk, your room has been wide open for a day now",2025-12-03 17:47:11.466000+00:00,9,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,aTf6KiN5,91,0.0,0,17,2025-12-03,"if your name is brooke and you live on 4th belk, your room has been wide open for a day now"
aae86a2a-8fa4-4d04-8749-dd41cd441f1a,I will be boycotting tpusa but I really hope that the people who do show up kick their asses,2025-12-02 20:25:58.649000+00:00,68,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,PFOeGMlq,92,0.0,0,20,2025-12-02,i will be boycotting tpusa but i really hope that the people who do show up kick their asses
b8630540-a946-42a7-86a6-fe88d0814507,Let’s go TP USA!!!,2025-12-02 21:30:36.137000+00:00,49,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,3jjp4m2n,18,0.0,0,21,2025-12-02,let’s go tp usa!!!
89899948-e104-42ae-a35e-3f58d68243bb,"If anyone wants a campus kitty to cuddle with during finals lmk, my roommate is allergic but I can’t let him live in an old lady’s garage 🥺",2025-12-02 15:32:23.169000+00:00,103,6,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,iYMdXFRF,139,0.057692307692307696,1,15,2025-12-02,"if anyone wants a campus kitty to cuddle with during finals lmk, my roommate is allergic but i can’t let him live in an old lady’s garage pleading_face"
778883b1-b558-4a67-a965-58e762bcb6d1,,2025-12-03 02:56:37.404000+00:00,32,1,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,pAePJsgM,0,0.030303030303030304,0,2,2025-12-03,
7a771865-0d05-4ef1-9559-f838454438c4,,2025-12-03 02:46:56.668000+00:00,30,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,fHHCpjRo,0,0.0,0,2,2025-12-03,
c7d923d1-10aa-4a5f-ae2e-0499ecb46fe4,saw my campus crush in my dream but havent seen em in person 💔,2025-12-03 02:31:00.612000+00:00,30,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,havODQBb,62,0.0,0,2,2025-12-03,saw my campus crush in my dream but havent seen em in person broken_heart
e96000fd-c380-49e1-8d7d-e970c52ab094,"Let’s do some passive resistance against TPUSA’s hate and ask them stupid questions about things like SpongeBob. After all, the flyer does say any topic",2025-12-02 20:09:04.842000+00:00,46,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,dun3M2Hf,152,0.0,0,20,2025-12-02,"let’s do some passive resistance against tpusa’s hate and ask them stupid questions about things like spongebob. after all, the flyer does say any topic"
1a231d86-a513-47e5-9030-3b52cc837cae,I want a debate event with the President of the College Republicans,2025-12-02 23:40:10.150000+00:00,32,1,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,PuGluyB8,67,0.030303030303030304,0,23,2025-12-02,i want a debate event with the president of the college republicans
416a5a80-5e2d-4b07-9cde-699cb9dfcf2c,Why are the base belk poker games still going on someone tell these mfs to lock in,2025-12-03 04:34:47.720000+00:00,19,1,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,b6nalAm0,82,0.05,0,4,2025-12-03,why are the base belk poker games still going on someone tell these mfs to lock in
4069291c-7baa-44c3-b1ba-5ccaee96c352,moment of appreciation for nummit baristas putting in the work during finals season so i can continue getting my daily coffee…🥹🫶‼️,2025-12-02 03:19:11.429000+00:00,173,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,0fVQkY9p,130,0.0,0,3,2025-12-02,moment of appreciation for nummit baristas putting in the work during finals season so i can continue getting my daily coffee… face_holding_back_tears heart_hands double_exclamation_mark
75578fe4-4eda-4e98-af7f-8200a97419f6,"Right-wing extremism thrives in the darkness. When exposed to reason, it crumbles.

Please bring thoughtful questions tonight to the 900 Room",2025-12-02 20:34:32.499000+00:00,40,1,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,ia0YMpdf,141,0.024390243902439025,0,20,2025-12-02,"right-wing extremism thrives in the darkness. when exposed to reason, it crumbles. please bring thoughtful questions tonight to the 900 room"
ecd98b8c-ed61-4f8a-88ad-497aeecba792,"Also the goal of a debate should be for both sides to learn. That’s much more difficult in an open setting where one person represents an entire PARTISAN organization. TPUSA is a right wing advocacy group, and this is merely that",2025-12-02 15:26:49.224000+00:00,60,2,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,BiuDkwaW,229,0.03278688524590164,0,15,2025-12-02,"also the goal of a debate should be for both sides to learn. that’s much more difficult in an open setting where one person represents an entire partisan organization. tpusa is a right wing advocacy group, and this is merely that"
cd486129-344b-4bf3-a21c-a62bba8f1414,I felt the spirit of Charlie coming inside of me this afternoon,2025-12-03 00:08:39.310000+00:00,26,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,vVFTyfoz,63,0.0,0,0,2025-12-03,i felt the spirit of charlie coming inside of me this afternoon
8d85bb4f-2d6e-4652-aae8-b89cd850953b,"Bro, he is a terrible speaker.",2025-12-02 22:10:05.199000+00:00,30,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,IoZC5MwZ,30,0.0,0,22,2025-12-02,"bro, he is a terrible speaker."
2fa70cc6-a512-45b3-af59-e22570e96c7b,Why is the supposed chance to prove some random college student wrong valuable to literally anyone?,2025-12-02 23:07:11.898000+00:00,27,2,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,rON7kdqW,99,0.07142857142857142,1,23,2025-12-02,why is the supposed chance to prove some random college student wrong valuable to literally anyone?
d78c7cd6-5a21-4a36-91bc-43fdc9a21f9c,"low-key, why not just stand by what you think and debate the guy, he’s most likely going to make a fool of himself if you know what you are talking abt 🤷‍♂️",2025-12-02 13:29:28.209000+00:00,68,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,Is4aCN5x,156,0.0,0,13,2025-12-02,"low-key, why not just stand by what you think and debate the guy, he’s most likely going to make a fool of himself if you know what you are talking abt man_shrugging"
dc828e9d-a924-451e-a0d6-7d40f7a9abfd,Just found a dead cockroach in my studio. Going to actually be wearing hazmat tomorrow.,2025-12-03 02:31:11.104000+00:00,18,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,FC5e6kRV,87,0.0,0,2,2025-12-03,just found a dead cockroach in my studio. going to actually be wearing hazmat tomorrow.
c819c9b3-e7c7-458a-a73a-1f6679c8eb00,Thats gotta be some shitty sex,2025-12-02 14:01:38.903000+00:00,58,1,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,r5327Bmd,30,0.01694915254237288,0,14,2025-12-02,thats gotta be some shitty sex
54ba400b-76ed-4234-9750-78538058c8d3,the thrill is in the air there’s like 5 people in tpusa,2025-12-02 21:59:03.734000+00:00,25,1,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,elNiVFsY,55,0.038461538461538464,0,21,2025-12-02,the thrill is in the air there’s like 5 people in tpusa
235f53d7-1be9-47b7-b126-df196edfe4a5,"The post-Thanksgiving break lock in has to be studied, it’s up there for worst two weeks of the school year",2025-12-02 05:25:46.032000+00:00,122,1,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,t5iYU1np,107,0.008130081300813009,0,5,2025-12-02,"the post-thanksgiving break lock in has to be studied, it’s up there for worst two weeks of the school year"
f3f57d62-9a9b-4b80-ac94-2ffe0cf8029d,Oxford Comma?,2025-12-03 02:33:04.461000+00:00,16,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,TSy2qAIa,13,0.0,0,2,2025-12-03,oxford comma?
a5d1ce9e-7e20-449e-b337-2f0ab66e5255,This school is infested by stink bugs,2025-12-02 21:47:54.528000+00:00,25,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,oR3WJksH,37,0.0,0,21,2025-12-02,this school is infested by stink bugs
e14f666d-f16e-4a79-b123-2d4ba36bd689,Are there any psych studies still going for research credits? Also anyone know of any upcoming credit-bale events?,2025-12-03 16:25:52.101000+00:00,4,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,YqzhmeaT,114,0.0,0,16,2025-12-03,are there any psych studies still going for research credits? also anyone know of any upcoming credit-bale events?
591c47df-c5c0-4664-be94-1e28013594e4,I’m loving all of the haircuts today!!! 💇🏻‍♀️,2025-12-01 23:15:13.136000+00:00,187,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,BL2Yy6Dd,45,0.0,0,23,2025-12-01,i’m loving all of the haircuts today!!! woman_getting_haircut_light_skin_tone
6ac97f27-3c71-4d3c-b2ac-cd06e5ab692b,Me trying to keep it together this week:,2025-12-02 23:42:59.034000+00:00,17,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,KcKMtjvb,40,0.0,0,23,2025-12-02,me trying to keep it together this week:
0451f2db-c2e9-4a6e-99ea-018c50a1081a,"I don’t know who in the chorale needs to hear this, but you got this, you will succeed, your homework will get done, you will not burn out, it is possible and you are strong, nothing Renata can take from you was ever worth keeping",2025-12-02 03:09:32.594000+00:00,112,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,GkZu8bNU,230,0.0,0,3,2025-12-02,"i don’t know who in the chorale needs to hear this, but you got this, you will succeed, your homework will get done, you will not burn out, it is possible and you are strong, nothing renata can take from you was ever worth keeping"
9dc63dc1-0444-4cd6-ac7c-4dd384489018,Brain rot!,2025-12-03 00:07:35.447000+00:00,15,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,EyzfoSMp,10,0.0,0,0,2025-12-03,brain rot!
50785b09-b278-408c-b102-49715f5c51ea,Perfect match,2025-12-03 16:44:36.993000+00:00,3,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,Lq1wQMOv,13,0.0,0,16,2025-12-03,perfect match
da17c51b-ffee-4b8f-85b5-d58790950afa,why did every single man get a hair cut and come back chopped,2025-12-02 03:34:05.825000+00:00,106,2,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,G6m16nEW,61,0.018691588785046728,0,3,2025-12-02,why did every single man get a hair cut and come back chopped
784bb66f-c073-434c-a721-807dfcab5686,who needs help spending dining dollars? i’m hungry and broke af!,2025-12-02 21:15:11.235000+00:00,18,1,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,99TQsMhX,64,0.05263157894736842,0,21,2025-12-02,who needs help spending dining dollars? i’m hungry and broke af!
e5da8ae7-c770-4af0-ad60-a76130f85696,why does it always smell like shit coming up from stowe lot,2025-12-03 02:22:17.735000+00:00,11,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,uHKbs8pQ,59,0.0,0,2,2025-12-03,why does it always smell like shit coming up from stowe lot
fcbd914d-0c25-477b-afd9-6ac38ae37365,someone livestream the turning point meeting,2025-12-02 21:59:59.168000+00:00,15,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,V35Cgd5y,44,0.0,0,21,2025-12-02,someone livestream the turning point meeting
34408cd8-3833-4a23-a8f5-f3a91800c6bb,"her friends want you to talk to her but you don’t think she wanna talk to you, what do u do",2025-12-02 17:31:42.700000+00:00,20,4,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,6hUK08so,91,0.19047619047619047,1,17,2025-12-02,"her friends want you to talk to her but you don’t think she wanna talk to you, what do u do"
bf21d130-fc96-43ae-b9fc-6bec9bac1ac4,Anti TPUSA but how do they “choose topics” — the topics are literally whatever students (who presumably came to disagree!) want to talk about!,2025-12-02 20:30:04.386000+00:00,15,2,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,wiEZb9zR,142,0.125,1,20,2025-12-02,anti tpusa but how do they “choose topics” — the topics are literally whatever students (who presumably came to disagree!) want to talk about!
71731f5f-f5a0-4043-8779-b154da8c1a6b,"Is there a place on campus I can go to record audio for a voiceover for a project I’m working on? I have a microphone, just need a better soundproofed room so my voice doesn’t echo so much in the recording",2025-12-03 05:11:27.130000+00:00,6,2,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,tQFNu3qp,205,0.2857142857142857,1,5,2025-12-03,"is there a place on campus i can go to record audio for a voiceover for a project i’m working on? i have a microphone, just need a better soundproofed room so my voice doesn’t echo so much in the recording"
e6a28711-985c-415d-9bcf-1ed7f05cdbd2,Hypothetically does the campus post office check packages at all?,2025-12-03 02:16:05.606000+00:00,7,1,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,BnmJrAhG,65,0.125,1,2,2025-12-03,hypothetically does the campus post office check packages at all?
8c69e4cf-b8a5-414b-b60b-47eef51f01c7,,2025-12-02 05:41:29.874000+00:00,49,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,ruJqMdEc,0,0.0,0,5,2025-12-02,
a9b18089-f08a-4e5a-adef-5f050ed49ba3,I have a crush on a nonchalant guy just kill me now,2025-12-02 22:46:43.706000+00:00,9,1,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,cQame0C8,51,0.1,1,22,2025-12-02,i have a crush on a nonchalant guy just kill me now
87606644-3d5b-4f3b-946c-4bcc93931763,Who should I contact to see if a course I do in a summer programme at a university abroad could count for credit here?,2025-12-03 02:57:30.958000+00:00,6,4,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,LFuWNxNl,118,0.5714285714285714,1,2,2025-12-03,who should i contact to see if a course i do in a summer programme at a university abroad could count for credit here?
3ffaf90a-5a4c-4c7a-9134-155aa0edb272,Waking up one day and realizing you have feelings for one of your friends is a fate worse than death,2025-12-02 02:39:11.142000+00:00,60,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,8jNOoS63,100,0.0,0,2,2025-12-02,waking up one day and realizing you have feelings for one of your friends is a fate worse than death
85568d72-c2a1-4795-9b5a-3dd62540dd09,bombastic side eyeing myself because i CANNOT lock in right after break,2025-12-01 19:51:35.132000+00:00,106,3,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,wluVv2k2,71,0.028037383177570093,0,19,2025-12-01,bombastic side eyeing myself because i cannot lock in right after break
27149ad6-527a-40f1-8af3-179b6d954d79,imma need some of you guys who use the co-ed bathrooms to STOP having sex in there if you’re gonna leave it fugly 💔,2025-12-02 06:53:35.291000+00:00,35,1,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,955L1DFL,115,0.027777777777777776,0,6,2025-12-02,imma need some of you guys who use the co-ed bathrooms to stop having sex in there if you’re gonna leave it fugly broken_heart
d28abc53-8abd-46cb-9d22-50922d1ecf92,If you lost a pair of black beat earbuds or a floral book mark they’re at the union gym desk!,2025-12-03 18:39:52.453000+00:00,1,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,y7XIXxxo,93,0.0,0,18,2025-12-03,if you lost a pair of black beat earbuds or a floral book mark they’re at the union gym desk!
d512f560-672b-4164-85b8-d1175700d454,Slacked off since October started and my GPA gonna reflect that fr. I regret many things,2025-12-03 18:31:19.213000+00:00,1,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,ondnIJ1x,88,0.0,0,18,2025-12-03,slacked off since october started and my gpa gonna reflect that fr. i regret many things
dfe1ba8e-253a-40c4-9d32-8ecdadcfaede,Any good places to get hair braided?,2025-12-02 23:47:46.430000+00:00,6,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,hQV0QqnU,36,0.0,0,23,2025-12-02,any good places to get hair braided?
885e297e-f7e8-42b2-a73f-4ffccb97bd6b,only a handful of morons go anyway so there’s nothing to really boycott,2025-12-02 04:59:44.355000+00:00,36,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,8l33W2G9,71,0.0,0,4,2025-12-02,only a handful of morons go anyway so there’s nothing to really boycott
039a0337-ad58-4daf-9cd1-69496c20e10f,POV you should be studying all week but Hunter Adam plays basketball on Thursday and you're lowk ovulating,2025-12-01 19:31:59.239000+00:00,88,4,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,au3E7xcB,106,0.0449438202247191,0,19,2025-12-01,pov you should be studying all week but hunter adam plays basketball on thursday and you're lowk ovulating
d79c580c-9773-4ed8-91df-757351970b86,BOYCOTT TPUSA DEBATE TMRW!!!!!!!!,2025-12-02 02:20:35.059000+00:00,45,4,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,mmGjnQj9,33,0.08695652173913043,1,2,2025-12-02,boycott tpusa debate tmrw!!!!!!!!
