id,text,created_at,vote_total,comment_count,alias,group_id,index_code,text_clean,text_length,comment_ratio,high_engagement,created_hour,created_day,first_person_count,second_person_count,first_person_ratio,second_person_ratio,disagree_count,has_disagree,conflict_count,has_conflict,exclamations,questions,all_caps_ratio,vader_neg,vader_neu,vader_pos,vader_compound
07daa081-eaa6-4a02-a007-441d4aca063c,reed bailey playing like shit on national tv,2025-12-14 01:25:18.250000+00:00,15,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,tspptbsL,reed bailey playing like shit on national tv,44,0.0,0,1,2025-12-14,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.279,0.388,0.333,-0.0772
4c7ccbd1-7e1e-4332-bc0d-921133a0db94,Anybody on the baseball team - do yall have accessible batting cages to use when yall not using it? Football guy but I played and wanted to get swings in and got gear but idk where I can use it,2025-12-14 00:40:11.323000+00:00,15,1,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,2VxswjXJ,anybody on the baseball team - do yall have accessible batting cages to use when yall not using it? football guy but i played and wanted to get swings in and got gear but idk where i can use it,193,0.0625,1,0,2025-12-14,2,0,0.010309278350515464,0.0,1,1,3.0,1.0,0.0,1.0,0.0,0.04,0.882,0.078,0.3612
e60cf7da-488d-49a6-89ea-1b1e7a4e61d4,There’s a school shooting at Brown University right now :(,2025-12-14 00:33:26.208000+00:00,75,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,1vmtqmMp,there’s a school shooting at brown university right now :(,58,0.0,0,0,2025-12-14,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.266,0.734,0.0,-0.4404
93c0a9ec-3794-44a6-b99c-a9c9d3205760,how much yakarma is a sign of brainrot,2025-12-14 00:13:34.002000+00:00,21,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,J7jsyKyN,how much yakarma is a sign of brainrot,38,0.0,0,0,2025-12-14,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
e1831c37-1e1b-468b-9be5-647b90fde5ff,OMG JUST FINISHED FINALS WOOHOOO!! (im poc and neurodivergent it’s ok guys 🙏🏿),2025-12-13 23:01:27.999000+00:00,79,4,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,s8HXIWgy,omg just finished finals woohooo!! (im poc and neurodivergent it’s ok guys folded_hands_dark_skin_tone ),78,0.05,0,23,2025-12-13,0,0,0.0,0.0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.812,0.188,0.4184
059c0815-0dfa-4638-b4f2-1cbe974bbb89,That’s a crazy way for a student at Davidson of all places to talk about grad school lmao you go to a small liberal arts college 99% of ppl who go here are planning on grad school,2025-12-13 22:49:01.285000+00:00,38,4,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,JebdaBCz,that’s a crazy way for a student at davidson of all places to talk about grad school lmao you go to a small liberal arts college 99% of ppl who go here are planning on grad school,179,0.10256410256410256,1,22,2025-12-13,0,1,0.0,0.005555555555555556,0,0,0.0,0.0,0.0,0.0,0.0,0.063,0.836,0.102,0.3612
e4825e7b-664f-4e8a-832f-53752b9eb2fd,Ok yikyak is officially done for this semester,2025-12-13 22:46:37.971000+00:00,30,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,aptbHxMW,ok yikyak is officially done for this semester,46,0.0,0,22,2025-12-13,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.761,0.239,0.296
71124f26-28e2-4c5c-97c9-97641151a705,"Or, reframe: it’s one of the MANY degrees that are chiefly useful for learning skills that you will apply in graduate school and a job after that. Not everyone has interests/aspirations that align with getting a job out of undergrad. We WANT grad school.",2025-12-13 22:43:45.819000+00:00,1,2,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,zo2RrRMn,"or, reframe: it’s one of the many degrees that are chiefly useful for learning skills that you will apply in graduate school and a job after that. not everyone has interests/aspirations that align with getting a job out of undergrad. we want grad school.",254,1.0,1,22,2025-12-13,1,1,0.00392156862745098,0.00392156862745098,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.905,0.095,0.4939
4998d32a-545c-4080-9be9-9fd9c436be9e,Aka: GSS degrees are useless until you do more schooling to get a useful degree for a specific job.,2025-12-13 22:40:54.396000+00:00,0,4,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,T1HwgYJp,aka: gss degrees are useless until you do more schooling to get a useful degree for a specific job.,99,4.0,1,22,2025-12-13,0,1,0.0,0.01,0,0,0.0,0.0,0.0,0.0,0.0,0.135,0.725,0.14,0.0258
c176804f-259f-4c03-98ae-51b02686d0b7,"It is really triggering to hear you mention people’s celebration and finals as a form of colonialism. It is experienced in so many other, more important ways.",2025-12-13 22:39:16.040000+00:00,32,1,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,umaOilS2,"it is really triggering to hear you mention people’s celebration and finals as a form of colonialism. it is experienced in so many other, more important ways.",158,0.030303030303030304,0,22,2025-12-13,0,1,0.0,0.006289308176100629,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.923,0.077,0.2716
e9c178d0-d132-4a3e-90e6-09ad2e5811b2,"Celebrating finals and being able to go home while the less fortunate stays behind and faces the systemic challenges posed by YOUR white ancestors is textbook colonialism. I stand with you, neurodivergent P.O.C.s.",2025-12-13 22:25:36.477000+00:00,34,4,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,y1ZGPwOM,"celebrating finals and being able to go home while the less fortunate stays behind and faces the systemic challenges posed by your white ancestors is textbook colonialism. i stand with you, neurodivergent p.o.c.s.",213,0.11428571428571428,1,22,2025-12-13,1,2,0.004672897196261682,0.009345794392523364,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.792,0.208,0.7655
77729da3-b547-4ec4-89ee-ce97142cd2fd,"If you’re done with your finals please don’t come on here celebrating, it’s really degrading for those of us still working, especially the neurodivergent",2025-12-13 22:09:22.897000+00:00,28,11,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,pBSzyPQ5,"if you’re done with your finals please don’t come on here celebrating, it’s really degrading for those of us still working, especially the neurodivergent",153,0.3793103448275862,1,22,2025-12-13,1,2,0.006493506493506494,0.012987012987012988,0,0,0.0,0.0,0.0,0.0,0.0,0.132,0.675,0.193,0.228
e4975ceb-41ce-45d9-a311-ff5542ea0436,did you go there to find this out?,2025-12-13 22:09:07.050000+00:00,-2,1,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,q1NHw5mR,did you go there to find this out?,34,-1.0,0,22,2025-12-13,0,1,0.0,0.02857142857142857,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6a054798-9172-42e9-9c3b-e642971df4e0,Guys I live in belk 201 can we keep it down about the tortas🤫,2025-12-13 22:06:34.149000+00:00,14,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,j0SClCW4,guys i live in belk 201 can we keep it down about the tortas shushing_face,61,0.0,0,22,2025-12-13,2,0,0.03225806451612903,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2b306609-ada5-4e1e-970e-3f7d1005ac36,"Things people do with a GSS major (typically also with grad school):
Journalism, PR, advocate, scholar/researcher, university administrator, law school (which has its own variety of paths), HR, public administrator, foreign service officer, etc etc",2025-12-13 22:02:55.567000+00:00,19,1,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,F8AGGxlT,"things people do with a gss major (typically also with grad school): journalism, pr, advocate, scholar/researcher, university administrator, law school (which has its own variety of paths), hr, public administrator, foreign service officer, etc etc",248,0.05,0,22,2025-12-13,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8841d9dc-8417-4f51-a5a9-071bded0d890,"No no no no this is bad
I mean ignoring the fact that there is no Belk 201 girl, in general, statements like this are akin to “you’re not fat, you’re beautiful.” People can be both fat and beautiful. You can see someone as big and think they’re beautiful.",2025-12-13 21:50:47.865000+00:00,29,6,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,YCLC0xio,"no no no no this is bad i mean ignoring the fact that there is no belk 201 girl, in general, statements like this are akin to “you’re not fat, you’re beautiful.” people can be both fat and beautiful. you can see someone as big and think they’re beautiful.",255,0.2,1,21,2025-12-13,1,3,0.00390625,0.01171875,2,1,6.0,1.0,0.0,0.0,0.0,0.263,0.58,0.157,-0.5994
793d7adb-3d14-43d7-a558-88d5676962fa,I eat ass and I’m proud of it,2025-12-13 21:47:52.239000+00:00,22,1,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,cgEzKkfo,i eat ass and i’m proud of it,29,0.043478260869565216,0,21,2025-12-13,2,0,0.06666666666666667,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.302,0.431,0.267,-0.1027
1ad3408f-9f3b-40f5-ac70-4871c7504aec,People are so messed up. When I saw the 201 girl I just noticed a beautiful woman I didn’t even realize she was big…,2025-12-13 21:47:40.886000+00:00,-1,2,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,XxCDcfJN,people are so messed up. when i saw the 201 girl i just noticed a beautiful woman i didn’t even realize she was big…,116,inf,1,21,2025-12-13,3,0,0.02564102564102564,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.125,0.72,0.156,0.1983
63bd6e06-3ef9-4ced-82e3-3605f57bed2a,Seriously what jobs exist for GSS? I’ve seen this so many times on social media.,2025-12-13 21:46:42.523000+00:00,0,2,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,8tR9uJ4S,seriously what jobs exist for gss? i’ve seen this so many times on social media.,80,2.0,1,21,2025-12-13,1,0,0.012345679012345678,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.108,0.892,0.0,-0.1779
764b78c1-e26d-4a7c-9c22-973295afa19c,Where did the couch-type benches in upper Union go and do you guys miss them or no,2025-12-13 21:42:30.113000+00:00,0,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,RTToBppE,where did the couch-type benches in upper union go and do you guys miss them or no,82,0.0,0,21,2025-12-13,0,1,0.0,0.012048192771084338,1,1,1.0,1.0,0.0,0.0,0.0,0.202,0.798,0.0,-0.4215
cb8e51b9-49a3-4862-bafd-70be68008022,You sir win the internet today 😂😂😂😂,2025-12-13 21:42:11.594000+00:00,21,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,F1gMdDgE,you sir win the internet today face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,35,0.0,0,21,2025-12-13,0,1,0.0,0.027777777777777776,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.703,0.297,0.5859
f9c31885-7aaa-4c7e-9f68-3c340daa7c81,"You gotta look so hard in yikyaks ""new"" tab to understand anything rn 😭",2025-12-13 21:37:54.753000+00:00,8,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,ZU61Mg9j,"you gotta look so hard in yikyaks ""new"" tab to understand anything rn loudly_crying_face",71,0.0,0,21,2025-12-13,0,1,0.0,0.013888888888888888,0,0,0.0,0.0,0.0,0.0,0.0,0.126,0.874,0.0,-0.2183
2c9cd652-d444-43e3-b2cb-63cfa2a62b5c,The real questions is will six meal swipes be enough for the imaginary big girl in belk 201,2025-12-13 21:35:21.858000+00:00,23,1,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,dtaWcM3v,the real questions is will six meal swipes be enough for the imaginary big girl in belk 201,91,0.041666666666666664,0,21,2025-12-13,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
c32da63e-ca69-4efe-83c1-87b136eb3b14,How it feels to be a gay christian big girl who lives in belk and yikyak is tearing your identity apart but you lowkey just find the calm in the eye of the storm,2025-12-13 21:33:49.079000+00:00,121,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,SQt1gy0h,how it feels to be a gay christian big girl who lives in belk and yikyak is tearing your identity apart but you lowkey just find the calm in the eye of the storm,161,0.0,0,21,2025-12-13,0,2,0.0,0.012345679012345678,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.916,0.084,0.4497
924ce9fe-ce20-4675-87a6-26a5b1ad2502,Do we still get six meal swipes next week?,2025-12-13 21:16:16.055000+00:00,7,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,64O3uKLE,do we still get six meal swipes next week?,42,0.0,0,21,2025-12-13,1,0,0.023255813953488372,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
ac55f127-e272-41c4-bb89-c03139d3ddc8,Do people go on actual dates here,2025-12-13 21:07:17.091000+00:00,42,5,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,O3cqnFoK,do people go on actual dates here,33,0.11627906976744186,1,21,2025-12-13,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
c73a438f-0726-47be-8907-08853c3128ce,"Someone had a comment a while back basically saying “if you want it come and get it, I’m a big girl who lives in Belk 201” and it became this thing to be like “the fat chick in Belk 201 is easy & loves sex.” Belk 201 is a boys dorm.",2025-12-13 20:57:44.085000+00:00,68,1,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,dZ2kjz8s,"someone had a comment a while back basically saying “if you want it come and get it, i’m a big girl who lives in belk 201” and it became this thing to be like “the fat chick in belk 201 is easy & loves sex.” belk 201 is a boys dorm.",232,0.014492753623188406,0,20,2025-12-13,1,1,0.004291845493562232,0.004291845493562232,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.802,0.198,0.8555
9b4e6ea0-b60d-4de7-913c-dacde400e48c,Can someone please explain the Belk 201 thing,2025-12-13 20:56:03.266000+00:00,31,1,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,TAUU8lIU,can someone please explain the belk 201 thing,45,0.03125,0,20,2025-12-13,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.753,0.247,0.3182
f91f4a2d-2e9c-4b74-9c05-ad60d54b3988,Yikyak truly is a beautiful place 🥲,2025-12-13 20:53:00.151000+00:00,24,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,lDiRc2rY,yikyak truly is a beautiful place smiling_face_with_tear,35,0.0,0,20,2025-12-13,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.63,0.7783
e558ce82-803c-4c33-ac44-dd47320ad65a,Crazy how one comment about some big girl in Belk 201 has proceeded to cause days long discussion about how bigger women tend to be viewed in our modern culture,2025-12-13 20:52:38.212000+00:00,8,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,thDxHDAp,crazy how one comment about some big girl in belk 201 has proceeded to cause days long discussion about how bigger women tend to be viewed in our modern culture,160,0.0,0,20,2025-12-13,1,0,0.006211180124223602,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.076,0.924,0.0,-0.34
a0a7f90a-f666-4f8a-99a5-cda08bfd1c3d,The lack of knowledge as to what people do with majors in the humanities is sad😔usually grad school is required for us and we benefit from the knowledge we chose to gain along the way,2025-12-13 20:45:14.071000+00:00,35,4,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,japhXlVl,the lack of knowledge as to what people do with majors in the humanities is sad pensive_face usually grad school is required for us and we benefit from the knowledge we chose to gain along the way,183,0.1111111111111111,1,20,2025-12-13,3,0,0.016304347826086956,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.121,0.737,0.143,0.25
6c241f1d-d322-4387-9276-57055fb8e5ee,any GSS majors/minors willing to talk about the courses and what it actually is? i have plenty of preconceived notions but i would genuinely love to be proven wrong.,2025-12-13 20:44:59.893000+00:00,8,5,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,sxlkTr5m,any gss majors/minors willing to talk about the courses and what it actually is? i have plenty of preconceived notions but i would genuinely love to be proven wrong.,165,0.5555555555555556,1,20,2025-12-13,2,0,0.012048192771084338,0.0,0,0,2.0,1.0,0.0,1.0,0.0,0.119,0.715,0.166,0.3919
04553744-8f8e-4a55-8114-053d19ff9d8d,We need to start treating yikyak the way we treat commercials that sound too good to be true: assume everyone is lying unless extensive research proves otherwise,2025-12-13 20:40:49.079000+00:00,31,11,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,ggtFrHPU,we need to start treating yikyak the way we treat commercials that sound too good to be true: assume everyone is lying unless extensive research proves otherwise,161,0.34375,1,20,2025-12-13,2,0,0.012345679012345678,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.098,0.661,0.241,0.6124
31a7b04d-1a1d-41ec-b050-f14d1cf0f0ac,"Ummmm belk 201 is a boys dorm so who is the ""big chick"" ?",2025-12-13 20:36:14.520000+00:00,20,3,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,Z7LEwX2I,"ummmm belk 201 is a boys dorm so who is the ""big chick"" ?",57,0.14285714285714285,1,20,2025-12-13,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3d623d73-2f9d-4ac1-8cfd-88cc6bc289ae,Does the campus post office have bubble wrap?,2025-12-13 20:16:31.652000+00:00,1,1,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,eRQrInJU,does the campus post office have bubble wrap?,45,0.5,1,20,2025-12-13,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
00279788-2e6b-468d-aae8-e3131161d60d,Just mixed up IV and DV multiple times on a fucking research methods final for all the questions but everything else was good how cooked am I,2025-12-13 20:14:13.270000+00:00,16,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,nNKqBPlm,just mixed up iv and dv multiple times on a fucking research methods final for all the questions but everything else was good how cooked am i,141,0.0,0,20,2025-12-13,1,0,0.007042253521126761,0.0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.862,0.138,0.5927
71f0bfc8-3c03-4151-9dbd-7b86a81ab9c0,"I think generally speaking those are weird labels to just spread and use for one person, but that specific person seems to have endorsed this way of speaking about her and experiences it positively. Doesn’t mean you should do it to others—but her? Sure",2025-12-13 20:00:11.867000+00:00,1,6,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,k8jRjma6,"i think generally speaking those are weird labels to just spread and use for one person, but that specific person seems to have endorsed this way of speaking about her and experiences it positively. doesn’t mean you should do it to others—but her? sure",252,3.0,1,20,2025-12-13,1,1,0.003952569169960474,0.003952569169960474,0,0,1.0,1.0,0.0,1.0,0.0,0.027,0.774,0.199,0.8658
f080341a-9897-482d-b7dd-0ecba9f59ea7,The honor code applies when you’re trying to steal people’s bfs 😭 stop embarrassing yourself,2025-12-13 19:40:19.255000+00:00,88,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,qYWKc9ov,the honor code applies when you’re trying to steal people’s bfs loudly_crying_face stop embarrassing yourself,92,0.0,0,19,2025-12-13,0,1,0.0,0.010752688172043012,0,0,0.0,0.0,0.0,0.0,0.0,0.36,0.495,0.144,-0.5859
4a5b2847-e11d-41d2-a972-08b70ba1d10d,I’ve never seen AT and our mascot in the same room,2025-12-13 19:25:56.292000+00:00,31,2,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,BgKU2kyz,i’ve never seen at and our mascot in the same room,50,0.0625,1,19,2025-12-13,2,0,0.0392156862745098,0.0,1,1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
e84b15bd-f0e6-4e28-9829-fff97c45c7c2,"This c diff is bs, those who spread out the rumors should be arrested",2025-12-13 19:23:24.620000+00:00,8,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,szJDJpkj,"this c diff is bs, those who spread out the rumors should be arrested",69,0.0,0,19,2025-12-13,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.205,0.795,0.0,-0.4767
b29c6895-3d63-4c2c-bf58-f03154cb4e25,"Just remember guys: the honor code requires that you wash your hands after using the bathroom!

- the honor council",2025-12-13 19:19:12.515000+00:00,94,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,sDfv4V5t,just remember guys: the honor code requires that you wash your hands after using the bathroom! - the honor council,115,0.0,0,19,2025-12-13,0,2,0.0,0.017241379310344827,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.718,0.282,0.7712
df84fff0-2ec1-46d6-b2b1-c72c60261c1e,Lost puppy hit on main st last night. Ran toward brickhouse. Share any spotting la this morning (Saturday),2025-12-13 19:17:19.443000+00:00,11,1,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,Ma2xpqfe,lost puppy hit on main st last night. ran toward brickhouse. share any spotting la this morning (saturday),106,0.08333333333333333,1,19,2025-12-13,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.112,0.78,0.107,-0.0258
9cb85980-aad6-4050-ba53-928660099072,People need to stop talking about “thicc shyt” or the “fat chick” from belk 201. It’s a weird way to speak about someone you probably haven’t even met yet,2025-12-13 19:01:42.897000+00:00,35,8,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,JxM8ujDt,people need to stop talking about “thicc shyt” or the “fat chick” from belk 201. it’s a weird way to speak about someone you probably haven’t even met yet,154,0.2222222222222222,1,19,2025-12-13,0,1,0.0,0.0064516129032258064,0,0,0.0,0.0,0.0,0.0,0.0,0.13,0.87,0.0,-0.4404
ce6c773e-6483-42b0-8cb9-8ccd2c906220,"My daily finals schedule:

1. Wake up with the feeling of impending doom
2. Study all day but somehow barely retain any knowledge 
3. Eat (time not specified)",2025-12-13 18:58:31.455000+00:00,182,1,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,HwQz9Vcu,my daily finals schedule: 1. wake up with the feeling of impending doom 2. study all day but somehow barely retain any knowledge 3. eat (time not specified),158,0.00546448087431694,0,18,2025-12-13,1,0,0.006289308176100629,0.0,1,1,2.0,1.0,0.0,0.0,0.0,0.064,0.893,0.043,-0.1531
d1ecefde-8574-4ea4-9811-3bb086a22749,I want to get with every girl on second belk before the end of the year. Any recs??,2025-12-13 18:57:00.910000+00:00,34,7,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,Jrb5crHI,i want to get with every girl on second belk before the end of the year. any recs??,83,0.2,1,18,2025-12-13,1,0,0.011904761904761904,0.0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.906,0.094,0.168
d7846928-a947-44cf-b760-c6b71b764527,This and not knowing how to cook because we’re forced to have unlimited swipes,2025-12-13 18:55:53.807000+00:00,5,0,Anonymous,1fcad7b1-fce2-4ae1-bd48-bd1917b62d98,3Ik5tiFy,this and not knowing how to cook because we’re forced to have unlimited swipes,78,0.0,0,18,2025-12-13,1,0,0.012658227848101266,0.0,1,1,1.0,1.0,0.0,0.0,0.0,0.188,0.812,0.0,-0.4588
